0 0.107062
1000 0.104425
2000 0.101847
3000 0.0993629
4000 0.0966705
5000 0.093975
6000 0.0912454
7000 0.0885693
8000 0.0859343
9000 0.0833668
10000 0.0807029
11000 0.0778426
12000 0.0751617
13000 0.072323
14000 0.0696623
15000 0.0670432
16000 0.0644972
17000 0.0615426
18000 0.0587516
19000 0.0561223
20000 0.0534344
21000 0.0510685
22000 0.0486583
23000 0.0462925
24000 0.0441231
25000 0.0420852
26000 0.0402497
27000 0.0383489
28000 0.0365087
29000 0.0348221
30000 0.0330116
31000 0.0314264
32000 0.0299652
33000 0.0285416
34000 0.0271231
35000 0.0257489
36000 0.0245709
37000 0.023318
38000 0.0219616
39000 0.0209038
40000 0.019724
41000 0.0185844
42000 0.0174784
43000 0.0164308
44000 0.0154378
45000 0.0143579
46000 0.013299
47000 0.0123569
48000 0.0114575
49000 0.0105993
50000 0.00978037
51000 0.00898768
52000 0.00823693
53000 0.00740689
54000 0.00667893
55000 0.00604143
56000 0.00546463
57000 0.0049337
58000 0.00451383
59000 0.00417734
60000 0.00391611
61000 0.00364611
62000 0.00338687
63000 0.00320835
64000 0.00303448
65000 0.00289915
66000 0.0027412
67000 0.00260213
68000 0.00249608
69000 0.00241594
70000 0.00229069
71000 0.00220443
72000 0.00210823
73000 0.00203112
74000 0.00193641
75000 0.00187094
76000 0.00182011
77000 0.00176567
78000 0.00171409
79000 0.00166008
80000 0.0016077
81000 0.00156505
82000 0.00151861
83000 0.00147201
84000 0.00144403
85000 0.00141355
86000 0.00138826
87000 0.00136367
88000 0.00133422
89000 0.00130909
90000 0.00128645
91000 0.0012646
92000 0.00124192
93000 0.00121496
94000 0.00119188
95000 0.00117285
96000 0.00115037
97000 0.00112223
98000 0.00110215
99000 0.00108979
100000 0.00107008
101000 0.00105941
102000 0.00104635
103000 0.00103279
104000 0.00102033
105000 0.00101197
106000 0.00100776
107000 0.00100243
108000 0.000988558
109000 0.00098395
110000 0.000976797
111000 0.000960152
112000 0.000943783
113000 0.00093929
114000 0.000936505
115000 0.000930589
116000 0.000923312
117000 0.000919006
118000 0.000913286
119000 0.000908562
120000 0.000904016
121000 0.000899292
